userid,n_in_region,n_in_region_raw,n_global
50382,177,179,698
50383,1,1,44
50416,4,4,10
50418,29,34,229
50466,6,6,84
50469,7,7,303
50481,3,3,86
50487,11,12,136
50489,1,1,45
50500,10,10,174
50517,12,12,689
50530,2,2,2
50533,1,1,226
50540,4,4,6
50569,1,1,1
50588,1,1,1
50599,2,2,44
50633,5,5,9
50657,100,103,315
50694,53,56,4297
50703,5,5,118
50732,19,20,687
50823,1,1,62
50842,11,11,47
50857,30,31,6626
50896,1,1,344
50928,19,19,31
50931,10,10,13
50940,9,9,274
50958,6,6,56
50997,1,1,204
51003,2,2,64
51054,2,2,2
51061,13,13,799
51072,37,37,619
51076,1,1,51
51095,4,4,20
51097,1,1,1
51103,1,1,137
51105,5,5,33
51106,16,16,25
51114,1,1,17
51164,1,1,78
51166,5,5,7
51187,1,1,1
51221,3,3,3
51241,2,2,2
51242,2,2,180
51248,7,7,28
51249,2,2,3
51252,15,15,160
51253,4,4,54
51256,45,45,138
51261,2,2,68
51267,8,10,711
51283,2,2,6
51285,40,41,599
51308,2,2,75
51310,1,1,18
51313,55,63,7808
51315,1,1,1
51318,1,1,98
51321,8,8,9
51323,1,1,338
51332,20,20,355
51333,9,9,84
51334,1,1,1
51339,12,12,12
51353,4,4,814
51354,10,10,22
51367,1,1,117
51370,6,6,57
51382,4,4,280
51389,17,17,20
51396,9,9,136
51400,18,18,19
51413,9,9,91
51422,2,2,174
51423,16,16,467
51428,54,54,58
51442,1,1,4
51445,13,13,41
51499,5,5,191
51503,3,3,160
51514,63,68,777
51516,4,4,62
51521,33,33,41
51534,2,2,33
51540,2,2,89
51549,1,1,213
51554,8,8,226
51560,12,12,261
51588,3,3,103
51603,12,12,5400
51622,8,8,14
51648,20,20,79
51650,10,10,182
51655,2,2,922
51665,17,17,28
51666,2,2,16
51672,10,11,40
51674,1,1,388
51675,4,4,35
51691,51,52,262
51699,9,9,11
51703,1,1,17
51728,45,45,62
51737,26,27,895
51740,2,2,253
51750,1,1,7
51783,1,1,1
51786,37,37,273
51787,10,10,17
51797,1,1,74
51801,85,86,98
51817,1,1,458
51820,1,1,90
51828,2,2,87
51832,6,6,590
51833,36,36,102
51860,2,2,10
51865,30,30,111
51868,21,21,627
51877,3,3,3
51891,1,1,1
51892,3,3,87
51897,8,8,29
51899,4,4,16
51924,31,31,216
51937,11,11,486
51954,17,17,23
51968,10,10,685
51978,2,2,663
51984,18,19,107
52003,2,2,2
52013,26,26,55
52029,1,1,18
52030,1,1,107
52034,1,1,1
52057,3,3,4
52072,7,7,15
52093,2,2,9
52111,1,1,250
52124,10,10,21
52167,11,11,583
52169,88,101,2157
52172,4,4,8
52180,10,10,10
52203,73,74,212
52206,8,9,210
52217,7,7,1997
52242,8,8,18
52254,1,1,213
52267,221,238,3080
52278,46,48,838
52280,3,3,16
52298,63,63,74
52347,1,1,1
52361,5,5,118
52403,1,1,27
52453,14,15,368
52533,1,1,76
52544,20,20,286
52559,63,63,114
52582,12,12,481
52587,3,3,241
52599,5,5,5
52612,9,11,2852
52626,1,1,190
52671,12,12,214
52675,107,107,316
52676,1,1,519
52682,2,3,29
52688,1,1,13
52690,2,2,38
52691,6,6,295
52711,3,3,3
52715,1,1,24
52740,8,8,44
52780,2,2,18
52792,111,117,251
52810,1,1,117
52812,2,2,550
52814,2,2,12
52826,2,2,189
52867,2,2,1572
52869,13,13,155
52872,13,13,283
52876,1,1,51
52882,2,2,12
52889,13,13,1028
52899,4,5,183
52918,2,2,850
52938,7,7,82
52946,35,35,540
52951,89,90,143
52959,10,11,147
52969,1,1,2
52976,2,2,40
52982,4,4,16
52995,2,2,86
52998,4,4,4
53004,2,2,4
53007,87,87,1381
53008,8,8,91
53009,202,210,2516
53011,15,15,31
53022,7,7,143
53042,25,25,179
53050,17,17,103
53066,2,2,2
53087,6,6,121
53099,18,18,422
53102,3,3,170
53106,14,14,344
53107,1,1,60
53119,1,1,12
53121,2,2,957
53130,1,1,1
53134,280,291,717
53140,1,1,14
53141,29,30,470
53147,3,3,3
53162,1,1,30
53165,2,2,13
53175,101,101,984
53216,122,124,141
53228,84,86,93
53234,9,9,193
53239,9,9,266
53245,21,22,42
53254,11,11,189
53255,5,5,422
53263,25,25,62
53276,1,1,60
53285,10,10,95
53298,18,18,449
53316,23,23,257
53341,1,1,3
53351,1743,1781,2490
53357,2,2,103
53363,1,1,1849
53371,688,694,891
53372,29,31,257
53377,1,1,232
53399,74,74,354
53410,1,1,436
53413,1,1,65
53422,2,2,490
53444,7,7,276
53445,18,19,266
53457,37,38,385
53478,1,1,39
53479,17,18,856
53485,12,12,14
53493,2,2,13
53502,1,1,246
53506,45,50,836
53550,29,29,109
53551,13,13,86
53570,135,135,186
53579,119,120,244
53595,115,115,5268
53625,264,265,503
53627,4,4,411
53665,7,7,91
53668,22,22,477
53777,1,2,2
53791,1,1,1
53795,9,9,10
53799,2,3,400
53802,5,5,131
53816,3,3,167
53833,5,5,69
53838,1,1,1
53843,1132,1141,1259
53851,34,34,41
53872,26,26,45
53882,1,1,27
53884,85,90,126
53904,13,13,490
53917,3,3,319
53919,16,16,722
53923,180,180,619
53944,10,10,717
53952,1,1,2
53973,3,3,326
53984,7,8,824
53993,46,49,304
54035,2,2,111
54039,2,2,41
54051,2,2,626
54055,4,4,75
54071,32,32,49
54088,34,36,227
54102,2,2,455
54106,1,1,622
54117,1,1,33
54123,15,16,254
54139,24,24,29
54141,9,9,13
54143,5,5,162
54144,8,8,175
54154,122,126,317
54158,28,29,81
54160,3,3,7
54167,44,44,158
54170,4,4,264
54177,2,2,97
54179,8,8,91
54182,8,8,98
54187,10,10,55
54190,2,2,4
54194,1,1,1
54199,7,7,32
54205,216,229,538
54208,7,7,216
54209,1,1,18
54215,1,1,52
54238,5,5,216
54259,3,3,30
54280,2,2,6
54284,3,3,152
54290,50,52,1834
54296,624,636,1029
54313,59,59,589
54317,1,1,196
54322,1,1,146
54330,9,10,109
54335,64,65,882
54336,75,75,99
54350,3,3,4
54363,21,21,574
54378,50,50,101
54380,104,104,158
54389,3,3,89
54416,4,5,5
54417,1,1,2
54419,14,14,15
54443,10,10,132
54444,1,1,580
54445,5,5,5
54452,49,49,847
54453,1,1,46
54473,15,15,640
54476,7,7,117
54486,112,121,1161
54496,3,3,234
54499,1,1,52
54500,33,33,39
54504,4,4,41
54510,4,4,78
54532,9,9,401
54541,6,6,356
54547,5,5,177
54548,2,2,50
54578,2,2,361
54603,18,19,742
54611,10,10,342
54617,3,3,68
54631,30,31,373
54639,18,18,326
54649,1,1,285
54664,33,33,895
54675,3,3,29
54698,33,33,40
54701,11,11,641
54706,34,34,178
54716,7,7,75
54719,1,1,24
54720,7,7,18
54721,2,2,3
54775,9,9,1002
54786,1,1,91
54789,69,69,119
54798,29,29,49
54820,4,4,4
54825,17,17,130
54845,1,1,305
54847,1,1,1
54901,2,2,18
54952,25,35,705
54987,8,8,167
55036,4,4,64
55041,90,96,1562
55056,22,22,144
55076,2,2,1365
55109,62,63,76
55127,2,2,2
55155,2,2,225
55167,48,48,56
55197,2004,2477,3525
55224,3,3,11
55233,58,58,96
55261,13,14,364
55262,4,4,544
55276,2,2,97
55284,2,2,139
55303,191,192,313
55338,16,16,18
55359,4,4,692
55366,3,3,89
55370,3,3,68
55372,43,43,67
55373,4,4,105
55377,28,30,161
55381,1,1,285
55393,4,4,4
55396,14,15,181
55413,56,56,764
55417,2,2,15
55463,14,14,243
55466,265,272,989
55472,3,3,206
55477,3,3,61
55514,2,2,23
55515,16,16,67
55516,1368,1404,7852
55518,1,1,14
55519,95,100,816
55527,68,71,783
55554,224,240,4619
55587,9,9,288
55589,3,7,628
55613,28,29,267
55620,14,14,141
55632,9,9,202
55639,15,15,221
55646,1,1,11
55648,6,6,60
55651,1,1,57
55661,3,4,325
55692,6,7,64
55704,3,3,491
55712,5,5,555
55713,1,1,15
55721,13,13,45
55732,12,12,510
55733,3,3,46
55767,3,3,4
55768,32,32,309
55790,9,11,34
55793,7,7,18
55795,2,2,167
55814,35,35,69
55826,107,107,171
55849,5,5,147
55850,9,9,527
55865,7,7,321
55874,3,3,177
55880,6,6,89
55907,1,1,40
55915,6,6,30
55930,23,23,71
55937,1,1,5
55940,1,1,21
55957,36,37,37
55961,1,1,104
55963,48,48,515
55968,14,14,173
55980,21,21,52
55996,4,4,68
56006,3,3,98
56026,52,53,206
56030,16,16,24
56090,9,9,66
56137,17,17,114
56175,6,6,5170
56218,38,38,95
56232,10,11,309
56233,4,4,328
56236,10,10,84
56245,5,5,5
56246,1,1,12
56277,17,17,17
56286,18,18,434
56289,100,105,110
56311,26,31,2693
56316,14,14,307
56333,2,2,924
56338,9,10,364
56339,11,12,442
56346,15,15,24
56350,1,1,114
56352,1,1,153
56353,20,22,523
56358,180,181,803
56375,1,1,1
56377,20,21,1576
56378,1,1,145
56380,1,1,19
56384,1,1,1673
56400,13,14,80
56417,233,269,12045
56429,20,21,63
56461,3,3,79
56466,17,18,243
56482,17,18,24
56495,25,25,4904
56511,109,109,266
56513,21,21,398
56514,1,1,215
56543,9,9,766
56550,4,4,273
56559,1,1,14
56582,1,1,40
56586,217,228,2902
56589,121,123,1195
56619,14,14,285
56641,8,8,185
56643,28,28,414
56648,113,121,388
56668,1,2,298
56669,2,2,70
56681,2,2,2
56695,12,12,167
56700,61,61,563
56702,4,4,53
56719,343,348,579
56724,3,3,11
56729,1,1,109
56730,11,11,923
56741,2,2,129
56752,5,5,872
56757,8,8,15
56767,2,2,79
56770,4,4,14
56777,7,7,303
56784,1,1,49
56800,6,6,86
56807,119,124,357
56814,9,9,397
56836,102,102,143
56843,2,2,63
56848,2,2,22
56849,16,16,1722
56862,29,31,219
56864,2,2,2
56865,19,19,46
56867,2,2,38
56868,4,4,47
56871,5,5,188
56873,1,1,5
56877,9,9,1813
56881,1,1,746
56884,1,1,35
56886,1,1,14
56888,8,8,11
56901,3,3,219
56907,7,7,516
56919,162,170,180
56926,3,3,169
56930,7,7,43
56934,4,4,9
56941,25,26,477
56945,1,1,63
56950,1,1,1114
56959,8,8,28
56961,4,4,16
56964,204,207,649
56967,18,18,45
56977,105,110,373
56978,18,19,130
56983,1,1,261
56993,2,2,777
57017,1,1,1
57024,10,10,13
57042,19,19,1072
57045,103,104,247
57064,5,5,12
57092,3,3,72
57098,2,2,21
57104,1,1,77
57118,1,1,129
57129,2,2,17
57162,11,11,52
57166,13,14,399
57225,2,2,74
57239,9,9,59
57279,5,5,73
57314,14,14,111
57337,2,2,45
57342,3,3,6
57346,3,3,104
57378,25,25,31
57397,10,10,504
57427,1,1,113
57435,11,11,372
57437,1,1,2
57441,144,144,158
57445,81,88,2005
57446,6,6,252
57451,1,1,1
57452,1,1,821
57466,16,16,38
57486,2,2,9
57491,1,1,8
57510,2,2,118
57515,7,7,207
57521,260,266,2551
57536,1,1,2
57539,52,53,233
57540,16,16,18
57541,63,63,456
57543,14,14,333
57546,6,7,13
57560,2,2,96
57563,2,2,227
57575,3,3,290
57584,17,17,32
57609,53,53,100
57613,1,1,11
57619,32,32,87
57629,1,1,696
57632,49,53,2418
57634,3,3,50
57642,2,2,67
57655,1,1,133
57659,7,7,732
57662,37,38,79
57663,9,10,157
57667,141,142,272
57668,267,274,486
57675,2,2,339
57676,11,11,11
57681,3,3,21
57687,1,1,1
57695,14,14,56
57721,11,11,934
57722,5,5,120
57724,1,1,3
57732,26,27,396
57739,2,2,267
57746,3,3,283
57747,1,1,27
57750,1,1,4185
57762,8,9,112
57763,1,1,76
57778,1,1,62
57785,117,117,2049
57800,22,22,1050
57803,2,2,151
57808,11,11,355
57815,60,61,741
57819,5,5,34
57820,120,122,147
57822,7,7,7
57825,4,4,6
57826,2,2,103
57835,52,52,98
57841,59,60,363
57850,19,19,431
57856,16,16,108
57899,1,1,43
57900,11,11,13
57902,1,1,40
57905,12,12,12
57914,115,116,123
57920,3,3,151
57931,32,36,662
57935,2,2,257
57944,280,305,1022
57979,4,4,1085
57982,2,2,190
57985,137,167,405
57986,8,8,123
57994,2,2,13
58001,27,27,851
58010,2,2,388
58012,6,6,44
58022,52,52,333
58026,2,2,6
58027,1,1,182
58032,5,5,20
58061,1,1,3
58063,4,4,410
58068,2,2,98
58070,13,13,212
58100,4,4,598
58103,4,4,485
58106,2,2,336
58115,3,3,3
58116,16,17,18
58120,170,175,1907
58136,8,8,67
58139,20,20,85
58148,840,858,1550
58149,3,3,194
58160,1,1,76
58170,11,11,378
58176,16,17,1190
58179,8,8,313
58180,15,15,62
58187,9,10,747
58217,12,12,344
58228,12,12,611
58231,11,11,21
58240,8,8,709
58253,3,3,58
58268,21,21,235
58271,2,2,47
58272,1,1,16
58293,2,2,16
58321,4,4,10
58325,3,3,27
58328,18,18,66
58340,3,3,3
58348,2,2,3
58362,2,2,197
58367,21,21,236
58417,6,6,557
58420,5,5,271
58432,1,1,12
58440,1,1,15
58442,5,5,222
58443,25,26,726
58478,1,1,2
58488,2,2,2
58520,95,100,308
58522,2,2,4
58531,1,1,25
58554,6,6,49
58557,2,2,4
58560,1,1,556
58564,10,10,695
58579,4,4,18
58595,2,2,218
58636,2,2,180
58644,1,1,1
58654,11,12,616
58657,7,7,547
58679,1,1,1
58682,1,1,82
58701,6,6,310
58720,2,2,485
58724,51,55,86
58734,1,1,444
58735,399,424,535
58736,3,3,24
58739,41,42,1217
58761,3,3,8
58762,8,8,97
58767,1,1,14
58774,3,3,51
58787,1,1,148
58814,6,6,70
58828,466,470,1592
58833,4,4,23
58852,20,20,76
58855,7,7,27
58857,6,6,8
58862,13,13,23
58890,7,7,22
58893,8,8,143
58899,22,22,61
58912,11,11,991
58920,16,16,318
58921,3,3,36
58925,26,26,496
58930,1,1,528
58938,3,3,8
58939,26,26,30
58946,1,1,73
58960,2,2,537
58961,1,1,3
58962,2,2,61
58969,1,1,2
58972,12,12,46
58977,23,23,689
58978,1,1,1
58983,1,1,524
58988,3,3,98
58995,141,143,236
58997,32,33,250
58999,2,2,5
59004,46,46,490
59005,1,1,347
59008,65,67,296
59010,53,53,239
59012,61,62,232
59020,29,29,65
59022,2,2,35
59023,41,41,264
59024,40,40,917
59038,10,10,145
59048,3,3,35
59049,1,1,19
59063,7,8,8
59069,17,17,509
59075,3,3,3
59076,1,1,77
59082,85,92,144
59092,12,14,424
59094,48,48,1535
59111,2,2,16
59117,5,5,12
59120,12,12,177
59127,6,6,38
59128,1,1,135
59129,19,20,1072
59131,10,10,96
59132,1,1,5
59138,28,28,59
59139,7,7,27
59140,104,110,2047
59144,1,1,9
59150,14,14,247
59154,3,3,788
59165,2,2,224
59168,8,10,60
59174,1,1,267
59189,8,8,38
59192,3,3,411
59197,51,52,53
59211,2,2,6
59214,18,19,20
59215,1,1,5
59223,3,3,20
59229,3,3,225
59235,19,19,706
59236,114,114,142
59246,9,9,12
59257,2,2,56
59269,4,4,29
59271,189,190,229
59272,7,7,151
59295,43,43,364
59303,4,4,137
59318,77,77,5598
59320,104,105,285
59338,1,1,106
59342,18,18,137
59350,5,5,239
59357,41,41,120
59362,12,12,65
59375,42,42,166
59377,2,2,61
59383,1,1,1
59386,1,1,87
59389,2,2,462
59398,45,45,441
59417,24,24,41
59451,5,5,22
59454,2,3,358
59463,11,11,138
59466,356,358,945
59467,15,16,337
59470,23,23,370
59478,1,1,1
59480,1,1,49
59481,187,188,457
59489,30,33,72
59491,2,2,250
59493,22,24,1348
59504,116,121,138
59511,9,9,116
59514,6,6,384
59519,24,24,288
59524,1,1,295
59534,10,10,164
59549,35,35,61
59561,4,4,8
59565,3,3,242
59583,15,15,723
59589,7,7,33
59607,10,10,27
59613,1,1,1
59620,9,9,100
59631,41,41,103
59636,1,1,100
59638,37,37,351
59641,375,387,1133
59648,18,18,334
59654,2,2,96
59658,2,2,312
59664,9,9,240
59670,1,1,2
59673,42,42,117
59677,47,47,48
59688,3,3,538
59689,79,79,412
59690,22,22,311
59704,191,195,815
59705,3,3,3
59720,2,2,10
59729,3,3,3
59731,30,30,449
59745,3,3,3
59747,8,8,168
59749,1,1,732
59756,4,4,85
59768,3,3,14
59780,5,5,6
59783,34,34,188
59785,19,19,316
59801,10,10,242
59805,38,40,732
59806,588,592,906
59810,127,131,342
59811,303,314,1904
59813,4,4,127
59869,2,2,155
59870,2,2,249
59883,7,7,38
59901,49,49,217
59904,26,26,903
59927,14,14,358
59997,2,2,196
59998,2,2,713
60011,2,2,57
60052,114,148,325
60190,4,4,82
60191,7,8,37
60213,265,289,6536
60219,2,2,418
60260,8,8,61
60264,27,30,259
60266,31,31,696
60278,7,7,147
60286,54,55,119
60290,4,4,72
60305,6,6,10
60310,6,6,110
60342,16,16,551
60347,2,2,294
60364,2,2,74
60378,4,4,95
60393,3,3,137
60420,7,7,611
60426,5,5,8
60427,3,3,7
60430,9,9,12
60433,23,23,51
60446,1,1,32
60462,3,3,339
60476,2,2,10
60479,11,11,186
60512,1,1,181
60527,144,150,719
60536,1,1,99
60549,43,45,1409
60555,1,1,13
60587,8,8,20
60589,13,14,492
60599,4,4,224
60600,18,18,33
60603,5,5,378
60604,28,28,35
60605,9,9,70
60617,1,1,116
60628,37,39,260
60635,81,89,122
60655,19,19,25
60674,7,7,104
60687,14,17,20
60696,1,1,21
60700,12,12,88
60705,4,4,5
60706,70,71,76
60709,412,455,1950
60735,26,26,54
60746,9,9,166
60758,2,2,34
60766,19,19,37
60803,2,2,736
60806,2,2,219
60809,8,8,26
60835,67,68,1914
60839,2,2,179
60869,1219,1240,1749
60872,1,1,1
60873,1,1,1
60891,1,1,5
60892,1,1,1
60906,3,3,23
60917,1,1,25
60919,3,3,37
60932,9,10,257
60945,20,20,697
60946,4,4,11
60950,34,34,63
60959,34,34,34
60961,6,6,392
60972,3,3,85
60982,8,8,22
60984,35,35,536
60985,23,23,80
60988,10,10,499
60989,5,5,143
60995,12,12,13
61015,4,4,1287
61032,1,1,1
61035,2,2,273
61040,1,1,1
61048,3,3,249
61051,1,1,1582
61052,9,9,16
61064,6,6,234
61078,4,4,108
61083,59,62,573
61100,3,3,42
61107,1,1,7
61109,2,2,90
61113,4,4,57
61114,215,215,311
61115,2,2,4
61132,2,2,44
61134,1,1,106
61137,10,10,1102
61142,5,5,23
61151,74,75,1344
61154,2,2,19
61161,1,1,15
61169,3,3,18
61175,3,3,7
61188,1,1,396
61195,4,4,387
61199,2,2,30
61202,4,4,114
61212,2,2,6
61223,13,14,225
61237,2,2,40
61239,3,3,251
61240,9,9,10
61242,8,8,2049
61247,1,1,2
61251,118,119,347
61268,20,20,1046
61269,8,8,16
61271,1,1,11
61277,4,4,35
61290,97,100,113
61292,7,7,534
61296,8,8,17
61316,3,3,489
61320,9,9,184
61329,100,105,1384
61361,38,38,82
61384,3,3,80
61401,4,4,118
61406,5,5,31
61426,14,14,307
61483,1,1,492
61524,1,1,36
61525,4,4,10
61545,1,1,23
61549,49,49,56
61565,4,4,7
61581,1,1,358
61582,1,1,715
61588,1,1,444
61598,9,9,14
61599,205,212,4241
61605,8,8,426
61618,6,6,11
61632,1,1,143
61639,7,7,167
61642,3,3,39
61643,9,9,100
61645,7,7,179
61650,41,41,267
61654,59,59,460
61657,1,1,127
61661,13,13,140
61663,26,27,200
61672,4,4,4
61680,109,110,1701
61682,30,31,63
61688,5,5,96
61692,14,14,310
61698,2,2,626
61704,4,6,1140
61717,4,4,314
61723,10,10,69
61739,18,18,217
61758,2,2,229
61761,6,7,29
61764,14,15,507
61775,16,16,646
61779,5,5,6
61787,3,3,65
61788,10,10,71
61797,19,22,1951
61808,9,9,214
61809,67,68,1931
61811,148,148,411
61813,577,608,985
61814,2,2,13
61831,104,113,3027
61837,1102,1122,1312
61860,2,2,2
61863,12,12,426
61874,16,16,1156
61885,1125,1175,3156
61897,1,1,49
61912,4,4,181
61919,1,1,188
61930,2,2,102
61933,2,2,172
61937,5,5,163
61942,1,1,1
61944,42,42,49
61945,4,4,611
61947,3,3,234
61951,3,3,44
61968,9,9,12
61969,1,1,9
61970,4,4,2261
61990,7,7,111
61993,6,6,144
62023,4,4,53
62037,20,20,30
62048,1,1,119
62051,2,3,132
62064,15,15,926
62067,2,2,241
62068,20,20,26
62072,18,18,222
62075,4,4,54
62077,1,1,25
62093,3,3,164
62101,2,2,164
62104,4,4,316
62105,957,961,1201
62106,74,75,176
62110,2,2,2
62118,1,1,46
62127,175,191,4911
62128,3,3,103
62131,24,24,213
62139,42,42,606
62140,1,1,316
62143,9,9,228
62144,6,6,49
62146,2,2,783
62173,3,3,344
62179,8,8,343
62181,17,17,1505
62183,2,2,329
62199,4,4,9
62203,2,2,223
62209,12,12,316
62213,153,154,1433
62215,2,2,117
62222,5,5,1095
62234,105,107,1246
62238,7,7,948
62265,1,1,67
62273,16,17,821
62277,2,2,34
62286,10,11,24
62291,14,14,162
62292,44,44,198
62293,4,4,94
62296,5,5,55
62299,3,3,779
62300,2,2,137
62302,1,1,252
62313,8,8,27
62315,4,4,134
62322,1,1,97
62328,1,1,24
62335,1,1,8
62341,7,7,268
62346,18,19,139
62361,14,14,30
62364,6,6,91
62369,2,2,9
62378,2,2,192
62412,7,8,802
62444,1,1,2
62460,7,7,64
62468,1,1,6
62474,37,37,780
62510,1,1,160
62548,54,54,68
62552,1,1,61
62564,38,40,574
62571,125,125,795
62575,125,126,220
62603,1,1,45
62607,18,18,574
62620,1,1,3
62622,3,3,362
62663,3,3,199
62682,1,1,527
62703,1,1,5
62710,3,3,3
62713,4,4,492
62735,12,12,467
62748,1,1,34
62752,29,29,29
62753,3,3,76
62762,4,4,4
62779,28,28,1000
62783,35,35,751
62784,11,11,310
62788,1,1,278
62818,1,1,1
62821,5,5,336
62826,38,38,108
62827,8,9,49
62834,36,36,39
62837,2,2,332
62840,6,6,93
62850,44,44,84
62856,8,8,639
62865,34,34,116
62871,2,2,126
62876,6,6,123
62880,2,2,552
62888,164,169,2087
62896,3,3,34
62902,11,11,472
62910,1,1,495
62915,2,2,38
62932,14,14,1664
62949,2,2,32
62960,13,13,35
62964,6,7,117
62985,3,3,88
63017,1,1,62
63022,3,3,373
63025,61,64,2714
63032,7,7,126
63033,2,2,1121
63052,2,2,5
63053,81,82,279
63063,5,5,653
63064,12,13,67
63069,197,203,802
63073,2,2,79
63078,16,17,433
63097,4,4,14
63105,1,1,1
63111,1,1,1429
63121,365,392,399
63127,6,6,41
63150,4,4,231
63151,7,7,427
63157,84,86,673
63178,1195,1214,1800
63185,2,2,30
63186,49,49,54
63193,11,12,103
63196,4,4,12
63197,147,151,519
63205,74,79,339
63219,1,1,6
63226,5,5,453
63232,4,4,63
63235,1,1,4
63261,14,14,284
63271,21,21,66
63272,37,38,145
63290,2,2,111
63307,1,1,101
63329,10,10,10
63336,58,59,680
63348,8,8,22
63360,2,2,93
63368,7,7,103
63393,2,2,78
63400,3,3,277
63401,5,5,756
63425,49,50,981
63430,1,1,19
63431,1,1,208
63440,9,9,10
63451,1,1,93
63456,154,154,224
63470,29,29,703
63476,1,1,91
63485,47,49,4964
63488,3,3,117
63495,1,1,99
63506,1,1,16
63518,3,3,47
63532,4,4,20
63558,3,3,357
63600,70,77,4475
63605,474,474,613
63609,19,19,760
63615,3,3,32
63617,76,90,227
63626,18,18,248
63627,27,27,2735
63632,24,25,444
63648,2,2,335
63669,135,136,186
63683,9,9,1654
63690,99,100,101
63692,26,26,92
63701,51,53,596
63704,6,6,149
63732,4,4,683
63736,1,1,83
63756,23,23,662
63762,159,165,466
63788,12,12,173
63797,2,2,223
63807,3,3,657
63822,8,8,8
63824,20,20,385
63849,2,2,15
63851,139,144,15275
63852,36,36,426
63879,23,23,182
63882,7,7,247
63892,1,1,239
63893,1,1,563
63897,27,28,28
63924,1,1,7
63932,6,6,203
63933,2,2,9
63936,2,2,184
63939,36,36,431
63950,13,13,671
63955,1,1,22
63964,5,5,65
63967,5,5,332
63987,13,13,69
63992,7,7,190
63994,19,19,243
63999,3,3,316
64009,8,8,372
64013,28,28,319
64016,14,14,93
64049,2,2,25
64053,3,3,3
64063,637,643,650
64069,5,5,282
64070,3,3,12
64082,37,37,3931
64139,10,10,58
64145,5,5,268
64163,12,12,185
64172,15,15,48
64187,3,3,98
64215,3,3,195
64216,18,19,397
64219,5,5,93
64221,9,9,180
64240,52,53,53
64241,15,15,337
64250,2,2,291
64263,7,7,109
64275,2,2,2364
64301,56,56,310
64312,1,1,38
64318,33,33,2185
64321,3,3,11
64350,6,6,53
64363,1,1,31
64369,1,1,23
64375,4,4,32
64379,12,12,345
64386,1,1,986
64390,1,1,13
64395,9,18,428
64406,8,8,318
64412,1,1,1
64416,3,3,321
64427,18,18,35
64441,1,1,3
64446,3,3,325
64450,3,3,87
64459,19,19,56
64465,16,16,175
64478,2,2,213
64480,5,5,10
64481,10,10,20
64483,9,9,30
64493,1,1,251
64499,1,1,3
64514,2,2,569
64542,1,1,67
64548,55,55,1565
64553,13,13,163
64561,1,1,47
64577,2,2,56
64586,2,2,686
64590,2,2,6
64594,2,2,66
64607,4,4,5
64615,34,34,63
64646,134,134,276
64647,2,2,28
64652,123,127,238
64666,1,1,2
64673,11,11,278
64683,23,24,1617
64691,1,1,168
64702,1,1,154
64707,6,6,60
64709,3,3,3
64714,6,7,814
64721,3,3,46
64732,1,1,12
64741,1,1,261
64742,12,12,33
64763,1,1,98
64819,1,1,40
64827,5,5,170
64829,3,3,14
64834,4,4,18
64843,2,2,13
64864,1,1,124
64866,6,6,899
64888,4,4,599
64890,84,88,157
64892,1,1,125
64903,3,3,196
64904,18,20,444
64905,79,84,87
64911,4,4,16
64927,1,1,158
64929,9,9,772
64959,1,1,853
64962,11,11,55
64964,6,6,194
64987,16,16,76
64988,13,13,942
64990,1,1,27
64997,11,11,179
65001,27,27,33
65003,2,2,316
65004,5,5,384
65055,1,1,14
65068,3,3,51
65076,2,2,120
65078,11,11,162
65096,7,7,60
65101,22,28,3861
65106,10,10,63
65109,10,10,323
65145,48,48,80
65147,12,12,339
65151,35,35,213
65158,2,2,22
65163,2,2,6
65166,5,5,665
65185,5,5,32
65195,30,30,209
65208,1,1,6
65219,11,14,411
65222,3,3,5
65225,4,4,670
65237,11,11,1923
65241,2,2,6
65252,15,15,211
65272,3,3,90
65285,1,1,310
65289,1,1,65
65290,1,1,316
65291,810,866,1328
65294,13,13,98
65301,34,34,795
65314,2,2,5
65316,3,3,5
65324,1,1,1
65331,14,14,1163
65337,1,1,10
65349,1,1,57
65350,14,14,122
65357,36,36,241
65362,9,9,187
65365,529,539,12425
65367,5,5,1208
65368,8,8,501
65371,1,1,832
65374,3,3,337
65388,140,141,264
65389,12,15,98
65403,11,11,233
65433,82,82,112
65504,1,1,230
65513,10,10,282
65523,5,5,757
65536,20,21,500
65583,35,36,1601
65638,7,7,1338
65641,10,11,497
65651,16,16,156
65655,5,5,236
65662,45,45,404
65676,7,7,261
65679,11,11,281
65680,5,5,527
65681,1,1,65
65683,10,10,11
65703,6,7,164
65706,9,9,31
65712,4,4,56
65717,1,1,72
65724,17,17,168
65726,3,3,193
65743,5,5,526
65749,13,13,66
65752,15,15,292
65762,1,1,15
65784,12,12,191
65786,2,2,139
65794,5,5,235
65817,6,6,302
65818,1,1,32
65826,27,27,407
65839,3,3,16
65846,3,3,5
65863,766,773,879
65877,10,10,274
65892,2,2,207
65897,1,1,57
65905,9,9,148
65938,3,3,11
65958,9,9,342
65977,44,45,55
65979,6,6,10
65981,95,96,655
65987,3,3,64
65990,3,3,20
66004,78,78,1117
66006,6,6,24
66009,8,9,18
66021,1,1,133
66035,36,36,233
66042,8,8,79
66045,9,9,29
66053,529,533,1036
66054,1,1,22
66063,3,3,14
66072,11,11,82
66074,10,10,94
66081,15,15,15
66082,2,2,2
66085,12,12,28
66103,6,6,41
66125,7,7,248
